productid,date,item,transid,month,weekday
8274,09/16/2015,napkins,194116694,9,Wednesday
8144,8/6/2015,beef,449416653,8,Thursday
4549,06/22/2015,frankfurter,274916608,6,Monday
1821,05/22/2015,meat,124116577,5,Friday
2199,03/23/2015,whole milk,206616517,3,Monday
2464,7/11/2015,sausage,177716627,7,Saturday
2464,5/3/2015,sausage,217816558,5,Sunday
8730,4/11/2015,rolls/buns,472716536,4,Saturday
1851,10/1/2015,root vegetables,343316709,10,Thursday
2464,11/8/2015,sausage,303516747,11,Sunday
2464,3/7/2015,sausage,146416501,3,Saturday
1821,5/3/2015,meat,416116558,5,Sunday
2464,11/25/2015,sausage,265416764,11,Wednesday
6341,03/21/2015,citrus fruit,220616515,3,Saturday
8014,12/5/2015,chocolate,395016774,12,Saturday
3059,3/7/2015,coffee,170616501,3,Saturday
2464,05/26/2015,sausage,372616581,5,Tuesday
8144,11/29/2015,beef,332516768,11,Sunday
1123,11/29/2015,berries,373216768,11,Sunday
7240,1/6/2015,frozen meals,256316441,1,Tuesday
8144,3/1/2015,beef,492416495,3,Sunday
2464,12/12/2015,sausage,174216781,12,Saturday
8730,07/27/2015,rolls/buns,492916643,7,Monday
4549,10/9/2015,frankfurter,109216717,10,Friday
2464,07/19/2015,sausage,190716635,7,Sunday
3472,3/5/2015,pip fruit,354016499,3,Thursday
5324,7/11/2015,grapes,299016627,7,Saturday
9730,3/5/2015,chocolate marshmallow,408816499,3,Thursday
3059,12/20/2015,coffee,202816789,12,Sunday
5655,01/24/2015,soda,302616459,1,Saturday
5930,04/20/2015,bottled beer,220916545,4,Monday
6095,10/15/2015,butter,407116723,10,Thursday
2155,11/24/2015,fruit/vegetable juice,439316763,11,Tuesday
1821,5/8/2015,meat,204716563,5,Friday
3472,07/19/2015,pip fruit,461016635,7,Sunday
1733,09/30/2015,other vegetables,126916708,9,Wednesday
4549,1/11/2015,frankfurter,362916446,1,Sunday
2932,10/19/2015,long life bakery product,189916727,10,Monday
7325,02/24/2015,tropical fruit,198216490,2,Tuesday
2199,04/19/2015,whole milk,497716544,4,Sunday
8479,2/12/2015,canned beer,239916478,2,Thursday
8479,09/15/2015,canned beer,267516693,9,Tuesday
1733,7/12/2015,other vegetables,276016628,7,Sunday
5655,6/4/2015,soda,205816590,6,Thursday
8730,7/7/2015,rolls/buns,406516623,7,Tuesday
8667,11/16/2015,bags,145016755,11,Monday
8730,8/6/2015,rolls/buns,373916653,8,Thursday
1592,07/21/2015,dessert,312816637,7,Tuesday
8479,11/28/2015,canned beer,233116767,11,Saturday
6095,10/10/2015,butter,250516718,10,Saturday
2199,01/13/2015,whole milk,375816448,1,Tuesday
8479,02/13/2015,canned beer,357416479,2,Friday
3059,12/29/2015,coffee,256316798,12,Tuesday
2379,7/9/2015,chicken,212816625,7,Thursday
5655,01/27/2015,soda,123016462,1,Tuesday
8144,8/12/2015,beef,437316659,8,Wednesday
1890,9/5/2015,spread cheese,169316683,9,Saturday
6341,07/13/2015,citrus fruit,274316629,7,Monday
8479,3/5/2015,canned beer,161216499,3,Thursday
8730,06/22/2015,rolls/buns,183516608,6,Monday
3472,5/8/2015,pip fruit,357416563,5,Friday
3472,4/8/2015,pip fruit,410216533,4,Wednesday
2199,03/15/2015,whole milk,128316509,3,Sunday
8014,10/4/2015,chocolate,471916712,10,Sunday
2464,6/5/2015,sausage,459616591,6,Friday
3472,05/13/2015,pip fruit,138016568,5,Wednesday
1733,12/4/2015,other vegetables,115016773,12,Friday
1592,06/20/2015,dessert,293716606,6,Saturday
4549,7/4/2015,frankfurter,249516620,7,Saturday
6341,12/25/2015,citrus fruit,358116794,12,Friday
6341,04/27/2015,citrus fruit,345816552,4,Monday
3472,03/14/2015,pip fruit,372316508,3,Saturday
7325,01/22/2015,tropical fruit,224916457,1,Thursday
4549,12/17/2015,frankfurter,143016786,12,Thursday
3472,11/28/2015,pip fruit,303916767,11,Saturday
8479,2/1/2015,canned beer,345516467,2,Sunday
7292,1/9/2015,pork,183116444,1,Friday
8730,02/27/2015,rolls/buns,483116493,2,Friday
8479,12/18/2015,canned beer,381616787,12,Friday
6341,9/6/2015,citrus fruit,231416684,9,Sunday
5324,03/24/2015,grapes,274316518,3,Tuesday
7325,11/30/2015,tropical fruit,153816769,11,Monday
9038,04/15/2015,frozen fish,360416540,4,Wednesday
7325,11/22/2015,tropical fruit,473416761,11,Sunday
7271,06/24/2015,beverages,236316610,6,Wednesday
2464,08/27/2015,sausage,148416674,8,Thursday
2199,09/29/2015,whole milk,176416707,9,Tuesday
2464,03/23/2015,sausage,359516517,3,Monday
7292,12/25/2015,pork,430316794,12,Friday
2199,1/7/2015,whole milk,269516442,1,Wednesday
2464,11/28/2015,sausage,453816767,11,Saturday
8093,11/21/2015,pastry,197916760,11,Saturday
5655,09/27/2015,soda,114816705,9,Sunday
7325,4/4/2015,tropical fruit,344316529,4,Saturday
2199,03/17/2015,whole milk,333416511,3,Tuesday
8479,10/6/2015,canned beer,250816714,10,Tuesday
3472,8/11/2015,pip fruit,413616658,8,Tuesday
2456,05/25/2015,turkey,359916580,5,Monday
2703,10/20/2015,yogurt,454016728,10,Tuesday
8853,12/16/2015,whipped/sour cream,259016785,12,Wednesday
5190,06/21/2015,finished products,336116607,6,Sunday
2464,11/8/2015,sausage,285516747,11,Sunday
1733,4/1/2015,other vegetables,394916526,4,Wednesday
2789,7/3/2015,newspapers,483616619,7,Friday
9970,05/13/2015,white wine,246416568,5,Wednesday
2464,10/9/2015,sausage,178816717,10,Friday
2400,4/5/2015,misc. beverages,206116530,4,Sunday
2703,12/30/2015,yogurt,196316799,12,Wednesday
8144,05/15/2015,beef,148516570,5,Friday
1733,03/20/2015,other vegetables,177116514,3,Friday
8632,9/4/2015,photo/film,375816682,9,Friday
7325,5/4/2015,tropical fruit,318016559,5,Monday
2464,12/7/2015,sausage,240616776,12,Monday
4549,04/27/2015,frankfurter,225516552,4,Monday
7325,01/25/2015,tropical fruit,482616460,1,Sunday
6341,01/23/2015,citrus fruit,173716458,1,Friday
7292,3/8/2015,pork,240416502,3,Sunday
5655,01/28/2015,soda,346716463,1,Wednesday
2199,08/19/2015,whole milk,339516666,8,Wednesday
8603,3/4/2015,cookware,340516498,3,Wednesday
6095,03/23/2015,butter,271816517,3,Monday
7461,2/3/2015,frozen vegetables,292716469,2,Tuesday
2379,12/26/2015,chicken,413716795,12,Saturday
4549,06/22/2015,frankfurter,328216608,6,Monday
7325,9/10/2015,tropical fruit,456716688,9,Thursday
1851,11/9/2015,root vegetables,455016748,11,Monday
1821,10/3/2015,meat,422316711,10,Saturday
4417,10/25/2015,hamburger meat,236316733,10,Sunday
7325,11/24/2015,tropical fruit,480616763,11,Tuesday
2199,12/8/2015,whole milk,115316777,12,Tuesday
2199,1/11/2015,whole milk,451516446,1,Sunday
4417,2/11/2015,hamburger meat,320016477,2,Wednesday
4549,10/3/2015,frankfurter,101216711,10,Saturday
5655,03/14/2015,soda,258516508,3,Saturday
8853,03/19/2015,whipped/sour cream,222916513,3,Thursday
2199,10/23/2015,whole milk,340616731,10,Friday
6341,07/15/2015,citrus fruit,223416631,7,Wednesday
3472,06/14/2015,pip fruit,254916600,6,Sunday
1851,02/16/2015,root vegetables,338516482,2,Monday
3472,8/8/2015,pip fruit,174616655,8,Saturday
9677,3/9/2015,onions,463216503,3,Monday
7325,03/29/2015,tropical fruit,147616523,3,Sunday
1733,08/15/2015,other vegetables,473816662,8,Saturday
6341,04/26/2015,citrus fruit,423516551,4,Sunday
8479,11/5/2015,canned beer,357416744,11,Thursday
1851,02/23/2015,root vegetables,461416489,2,Monday
7325,11/17/2015,tropical fruit,221616756,11,Tuesday
3578,10/17/2015,butter milk,442516725,10,Saturday
1851,12/2/2015,root vegetables,466616771,12,Wednesday
7292,7/9/2015,pork,114816625,7,Thursday
3472,1/6/2015,pip fruit,235116441,1,Tuesday
8479,05/17/2015,canned beer,354316572,5,Sunday
7325,6/6/2015,tropical fruit,295516592,6,Saturday
7292,03/13/2015,pork,225716507,3,Friday
3472,2/1/2015,pip fruit,261216467,2,Sunday
8730,12/21/2015,rolls/buns,348816790,12,Monday
1821,1/12/2015,meat,202116447,1,Monday
5655,9/1/2015,soda,218616679,9,Tuesday
1851,3/2/2015,root vegetables,169616496,3,Monday
1851,05/17/2015,root vegetables,330916572,5,Sunday
2464,12/24/2015,sausage,309216793,12,Thursday
6095,02/20/2015,butter,449716486,2,Friday
5949,06/27/2015,sauces,184816613,6,Saturday
8144,07/27/2015,beef,246616643,7,Monday
9301,07/22/2015,ham,441116638,7,Wednesday
8730,03/21/2015,rolls/buns,229516515,3,Saturday
7325,01/21/2015,tropical fruit,191416456,1,Wednesday
2464,09/22/2015,sausage,129016700,9,Tuesday
7325,12/19/2015,tropical fruit,229316788,12,Saturday
5655,5/12/2015,soda,402716567,5,Tuesday
2199,7/1/2015,whole milk,469316617,7,Wednesday
3472,09/13/2015,pip fruit,105616691,9,Sunday
2199,02/27/2015,whole milk,422116493,2,Friday
2379,01/14/2015,chicken,324816449,1,Wednesday
1851,9/10/2015,root vegetables,281516688,9,Thursday
8730,7/8/2015,rolls/buns,420716624,7,Wednesday
6095,9/4/2015,butter,116016682,9,Friday
7325,01/22/2015,tropical fruit,386816457,1,Thursday
2464,06/26/2015,sausage,370716612,6,Friday
5655,07/23/2015,soda,233516639,7,Thursday
8730,4/4/2015,rolls/buns,343216529,4,Saturday
7325,4/5/2015,tropical fruit,451016530,4,Sunday
7325,10/6/2015,tropical fruit,289316714,10,Tuesday
2224,04/16/2015,UHT-milk,490216541,4,Thursday
1851,10/23/2015,root vegetables,344316731,10,Friday
3472,06/30/2015,pip fruit,186416616,6,Tuesday
2199,09/30/2015,whole milk,207116708,9,Wednesday
1592,4/11/2015,dessert,309216536,4,Saturday
1733,10/1/2015,other vegetables,284516709,10,Thursday
7292,11/25/2015,pork,231416764,11,Wednesday
4549,10/19/2015,frankfurter,388216727,10,Monday
2199,09/15/2015,whole milk,430916693,9,Tuesday
4549,9/8/2015,frankfurter,236916686,9,Tuesday
8853,5/9/2015,whipped/sour cream,178716564,5,Saturday
5468,11/19/2015,curd,328416758,11,Thursday
1733,10/11/2015,other vegetables,137516719,10,Sunday
9301,3/6/2015,ham,194916500,3,Friday
2199,5/4/2015,whole milk,480516559,5,Monday
2199,4/2/2015,whole milk,375916527,4,Thursday
5655,02/27/2015,soda,316016493,2,Friday
7665,01/23/2015,margarine,276416458,1,Friday
3472,5/1/2015,pip fruit,422516556,5,Friday
1733,4/10/2015,other vegetables,271916535,4,Friday
2199,4/2/2015,whole milk,385616527,4,Thursday
7292,09/20/2015,pork,407916698,9,Sunday
2464,1/4/2015,sausage,245516439,1,Sunday
5468,8/6/2015,curd,158216653,8,Thursday
8479,02/15/2015,canned beer,177616481,2,Sunday
8274,08/22/2015,napkins,309616669,8,Saturday
8073,12/16/2015,chewing gum,345316785,12,Wednesday
7353,4/11/2015,ice cream,273116536,4,Saturday
8147,12/24/2015,bottled water,389916793,12,Thursday
4927,01/26/2015,liver loaf,488616461,1,Monday
6341,1/4/2015,citrus fruit,445516439,1,Sunday
2379,3/6/2015,chicken,269016500,3,Friday
6341,07/28/2015,citrus fruit,217116644,7,Tuesday
8147,6/12/2015,bottled water,301516598,6,Friday
3472,03/29/2015,pip fruit,493816523,3,Sunday
2199,10/10/2015,whole milk,344916718,10,Saturday
4417,7/6/2015,hamburger meat,184816622,7,Monday
2456,12/17/2015,turkey,381816786,12,Thursday
9301,02/23/2015,ham,154016489,2,Monday
6341,10/9/2015,citrus fruit,142416717,10,Friday
2464,12/13/2015,sausage,388816782,12,Sunday
2703,08/18/2015,yogurt,271116665,8,Tuesday
6095,01/25/2015,butter,336316460,1,Sunday
2379,08/17/2015,chicken,463316664,8,Monday
7271,8/3/2015,beverages,286416650,8,Monday
9677,1/5/2015,onions,250016440,1,Monday
5930,05/13/2015,bottled beer,147716568,5,Wednesday
6095,11/25/2015,butter,163516764,11,Wednesday
1851,12/19/2015,root vegetables,240116788,12,Saturday
2464,05/17/2015,sausage,497116572,5,Sunday
9301,05/19/2015,ham,123016574,5,Tuesday
5655,01/23/2015,soda,441416458,1,Friday
2379,7/8/2015,chicken,290616624,7,Wednesday
2464,03/22/2015,sausage,385616516,3,Sunday
1733,04/27/2015,other vegetables,402516552,4,Monday
2199,05/24/2015,whole milk,141416579,5,Sunday
1851,11/24/2015,root vegetables,479316763,11,Tuesday
2379,01/17/2015,chicken,310116452,1,Saturday
7325,12/17/2015,tropical fruit,165116786,12,Thursday
7292,02/14/2015,pork,430416480,2,Saturday
7325,11/7/2015,tropical fruit,366316746,11,Saturday
2379,10/23/2015,chicken,252516731,10,Friday
1733,10/8/2015,other vegetables,162516716,10,Thursday
8853,8/11/2015,whipped/sour cream,381216658,8,Tuesday
2199,12/28/2015,whole milk,287916797,12,Monday
1851,11/11/2015,root vegetables,418016750,11,Wednesday
2464,07/31/2015,sausage,418716647,7,Friday
7461,12/5/2015,frozen vegetables,429216774,12,Saturday
8144,1/5/2015,beef,304316440,1,Monday
1851,12/18/2015,root vegetables,181916787,12,Friday
8730,9/8/2015,rolls/buns,244616686,9,Tuesday
8479,05/17/2015,canned beer,170116572,5,Sunday
5004,8/9/2015,sweet spreads,104716656,8,Sunday
8144,10/27/2015,beef,106516735,10,Tuesday
7461,02/23/2015,frozen vegetables,436016489,2,Monday
8147,11/11/2015,bottled water,281816750,11,Wednesday
3893,08/30/2015,domestic eggs,200816677,8,Sunday
7353,08/18/2015,ice cream,262416665,8,Tuesday
7353,11/4/2015,ice cream,456416743,11,Wednesday
6095,7/1/2015,butter,104916617,7,Wednesday
2464,03/25/2015,sausage,443316519,3,Wednesday
9301,05/19/2015,ham,343316574,5,Tuesday
6341,04/22/2015,citrus fruit,479916547,4,Wednesday
9585,07/16/2015,red/blush wine,477416632,7,Thursday
6095,02/18/2015,butter,115316484,2,Wednesday
2199,10/25/2015,whole milk,477616733,10,Sunday
8269,01/19/2015,hard cheese,359616454,1,Monday
3638,11/28/2015,hygiene articles,409716767,11,Saturday
1312,11/4/2015,soups,226216743,11,Wednesday
8093,9/7/2015,pastry,151816685,9,Monday
9677,08/18/2015,onions,459316665,8,Tuesday
7353,12/3/2015,ice cream,432216772,12,Thursday
6415,12/29/2015,herbs,363316798,12,Tuesday
6341,08/31/2015,citrus fruit,235616678,8,Monday
3277,04/16/2015,white bread,426816541,4,Thursday
3472,8/6/2015,pip fruit,277516653,8,Thursday
2400,06/16/2015,misc. beverages,475716602,6,Tuesday
7353,01/27/2015,ice cream,123116462,1,Tuesday
6059,12/17/2015,pot plants,432316786,12,Thursday
8144,01/21/2015,beef,118216456,1,Wednesday
8479,08/19/2015,canned beer,326616666,8,Wednesday
5207,06/29/2015,cat food,310916615,6,Monday
8853,07/31/2015,whipped/sour cream,245016647,7,Friday
1172,08/24/2015,shopping bags,120816671,8,Monday
1123,06/24/2015,berries,211516610,6,Wednesday
2199,12/17/2015,whole milk,377416786,12,Thursday
1851,09/17/2015,root vegetables,290416695,9,Thursday
7292,10/26/2015,pork,343816734,10,Monday
2464,01/22/2015,sausage,387216457,1,Thursday
8147,01/20/2015,bottled water,398516455,1,Tuesday
7353,7/4/2015,ice cream,248316620,7,Saturday
1123,12/1/2015,berries,444516770,12,Tuesday
5930,03/25/2015,bottled beer,246216519,3,Wednesday
7292,7/1/2015,pork,106816617,7,Wednesday
7353,02/24/2015,ice cream,145816490,2,Tuesday
5468,03/26/2015,curd,138216520,3,Thursday
2464,11/10/2015,sausage,304816749,11,Tuesday
8730,07/27/2015,rolls/buns,350116643,7,Monday
1733,3/2/2015,other vegetables,234016496,3,Monday
1733,11/29/2015,other vegetables,166516768,11,Sunday
1851,09/29/2015,root vegetables,398216707,9,Tuesday
1733,12/6/2015,other vegetables,184316775,12,Sunday
8093,1/6/2015,pastry,336516441,1,Tuesday
1733,01/14/2015,other vegetables,323016449,1,Wednesday
1733,05/15/2015,other vegetables,231216570,5,Friday
6341,2/2/2015,citrus fruit,349316468,2,Monday
3277,06/24/2015,white bread,147416610,6,Wednesday
6341,04/21/2015,citrus fruit,490716546,4,Tuesday
2199,5/8/2015,whole milk,357516563,5,Friday
8014,05/13/2015,chocolate,150916568,5,Wednesday
6341,3/9/2015,citrus fruit,173216503,3,Monday
1733,04/23/2015,other vegetables,497516548,4,Thursday
2464,07/16/2015,sausage,294716632,7,Thursday
1851,04/20/2015,root vegetables,250916545,4,Monday
2464,08/17/2015,sausage,306116664,8,Monday
3472,11/16/2015,pip fruit,191616755,11,Monday
7325,6/9/2015,tropical fruit,421416595,6,Tuesday
7292,10/27/2015,pork,110416735,10,Tuesday
2199,8/3/2015,whole milk,470216650,8,Monday
5294,09/14/2015,mustard,268716692,9,Monday
6341,1/1/2015,citrus fruit,324016436,1,Thursday
2199,05/15/2015,whole milk,281616570,5,Friday
1851,12/5/2015,root vegetables,152416774,12,Saturday
6341,10/28/2015,citrus fruit,248316736,10,Wednesday
2224,9/4/2015,UHT-milk,210116682,9,Friday
5655,04/22/2015,soda,345616547,4,Wednesday
7325,02/13/2015,tropical fruit,446116479,2,Friday
1172,12/14/2015,shopping bags,124216783,12,Monday
5930,11/4/2015,bottled beer,401716743,11,Wednesday
8144,11/20/2015,beef,181416759,11,Friday
3472,2/11/2015,pip fruit,148616477,2,Wednesday
1851,1/11/2015,root vegetables,151416446,1,Sunday
2379,05/21/2015,chicken,171016576,5,Thursday
8147,6/5/2015,bottled water,303216591,6,Friday
3227,10/24/2015,flour,489616732,10,Saturday
3472,12/24/2015,pip fruit,337316793,12,Thursday
2199,10/14/2015,whole milk,174616722,10,Wednesday
4549,09/19/2015,frankfurter,135516697,9,Saturday
8479,8/6/2015,canned beer,116216653,8,Thursday
2199,09/26/2015,whole milk,271216704,9,Saturday
8479,08/19/2015,canned beer,102516666,8,Wednesday
3578,07/17/2015,butter milk,306716633,7,Friday
7665,9/10/2015,margarine,267516688,9,Thursday
2199,12/1/2015,whole milk,135416770,12,Tuesday
2199,05/14/2015,whole milk,482816569,5,Thursday
8479,07/24/2015,canned beer,100016640,7,Friday
7762,12/18/2015,salty snack,282216787,12,Friday
1851,01/22/2015,root vegetables,181416457,1,Thursday
2464,7/4/2015,sausage,181816620,7,Saturday
1865,09/25/2015,brown bread,308216703,9,Friday
1733,11/9/2015,other vegetables,439816748,11,Monday
2464,5/12/2015,sausage,193216567,5,Tuesday
9301,2/6/2015,ham,318016472,2,Friday
3893,10/25/2015,domestic eggs,433216733,10,Sunday
2464,02/26/2015,sausage,317516492,2,Thursday
1851,9/6/2015,root vegetables,135716684,9,Sunday
1733,7/8/2015,other vegetables,251116624,7,Wednesday
6341,06/14/2015,citrus fruit,115916600,6,Sunday
7292,04/30/2015,pork,385516555,4,Thursday
9677,02/20/2015,onions,188916486,2,Friday
1733,6/8/2015,other vegetables,244816594,6,Monday
2379,12/26/2015,chicken,265216795,12,Saturday
3472,11/19/2015,pip fruit,138516758,11,Thursday
1123,08/31/2015,berries,296016678,8,Monday
2199,3/2/2015,whole milk,273616496,3,Monday
2379,04/21/2015,chicken,176816546,4,Tuesday
7292,10/20/2015,pork,200216728,10,Tuesday
2199,11/18/2015,whole milk,304616757,11,Wednesday
7292,03/18/2015,pork,228416512,3,Wednesday
5207,09/18/2015,cat food,170816696,9,Friday
5190,11/23/2015,finished products,195216762,11,Monday
1865,9/8/2015,brown bread,349716686,9,Tuesday
1123,05/14/2015,berries,147916569,5,Thursday
9301,4/9/2015,ham,123716534,4,Thursday
9078,08/24/2015,fish,435316671,8,Monday
8093,08/18/2015,pastry,352816665,8,Tuesday
2464,9/4/2015,sausage,209216682,9,Friday
2199,11/2/2015,whole milk,251416741,11,Monday
5930,05/16/2015,bottled beer,479016571,5,Saturday
2199,08/25/2015,whole milk,194816672,8,Tuesday
2464,01/16/2015,sausage,358116451,1,Friday
5655,03/26/2015,soda,477816520,3,Thursday
9301,03/26/2015,ham,260116520,3,Thursday
5930,03/31/2015,bottled beer,467816525,3,Tuesday
2464,02/24/2015,sausage,364216490,2,Tuesday
2464,09/19/2015,sausage,295716697,9,Saturday
2464,09/28/2015,sausage,458516706,9,Monday
2464,7/10/2015,sausage,363716626,7,Friday
7292,2/9/2015,pork,135316475,2,Monday
1851,02/13/2015,root vegetables,325716479,2,Friday
6341,9/10/2015,citrus fruit,252416688,9,Thursday
1733,12/23/2015,other vegetables,203516792,12,Wednesday
2199,09/26/2015,whole milk,365816704,9,Saturday
2703,11/29/2015,yogurt,190116768,11,Sunday
2224,01/13/2015,UHT-milk,324716448,1,Tuesday
6341,01/24/2015,citrus fruit,430816459,1,Saturday
6341,05/24/2015,citrus fruit,130516579,5,Sunday
2199,12/9/2015,whole milk,101116778,12,Wednesday
8479,07/29/2015,canned beer,223416645,7,Wednesday
8730,12/8/2015,rolls/buns,374416777,12,Tuesday
2464,8/8/2015,sausage,290316655,8,Saturday
9038,7/12/2015,frozen fish,303616628,7,Sunday
1733,12/27/2015,other vegetables,246516796,12,Sunday
8730,03/20/2015,rolls/buns,123316514,3,Friday
7325,05/29/2015,tropical fruit,136616584,5,Friday
3578,8/6/2015,butter milk,374116653,8,Thursday
2464,05/28/2015,sausage,223016583,5,Thursday
8093,05/15/2015,pastry,120616570,5,Friday
1890,04/24/2015,spread cheese,369016549,4,Friday
8730,06/18/2015,rolls/buns,362016604,6,Thursday
4549,02/20/2015,frankfurter,475916486,2,Friday
4549,10/11/2015,frankfurter,354316719,10,Sunday
8694,07/29/2015,condensed milk,279216645,7,Wednesday
